"track","duration_min","duration_category"
"Best Friend (feat. Doja Cat, Jamie & CHANMINA) [Remix]",3,"Medium (3-5 min)"
"DON'T SAY NOTHIN'",3,"Medium (3-5 min)"
"BO$$ CHICK",2,"Short (< 3 min)"
"Woke Up in Love",3,"Medium (3-5 min)"
"Woke Up in Love - Acoustic",3,"Medium (3-5 min)"
"Feel Good (feat. Daya)",4,"Medium (3-5 min)"
"You Were Loved (with OneRepublic)",3,"Medium (3-5 min)"
"Tie Me Down (with Elley Duhé)",3,"Medium (3-5 min)"
"Lose Your Love (with Matt Maeson)",3,"Medium (3-5 min)"
"Caught Up (with Olivia O'Brien)",2,"Short (< 3 min)"
"Desire - Gryffin Remix",4,"Medium (3-5 min)"
"Body Back (feat. Maia Wright)",3,"Medium (3-5 min)"
"Best Is Yet To Come (with Kyle Reynolds)",3,"Medium (3-5 min)"
"Let Me Go (with Alesso, Florida Georgia Line & watt)",2,"Short (< 3 min)"
"Coast (feat. Anderson .Paak)",2,"Short (< 3 min)"
"Starving",3,"Medium (3-5 min)"
"Most Girls",3,"Medium (3-5 min)"
"Love Myself",3,"Medium (3-5 min)"
"Capital Letters",3,"Medium (3-5 min)"
"Wrong Direction",4,"Medium (3-5 min)"
"Rock Bottom",3,"Medium (3-5 min)"
"I Love You's",3,"Medium (3-5 min)"
"Love Myself - KREAM Remix",3,"Medium (3-5 min)"
"Die Hard",3,"Medium (3-5 min)"
"Chosen (feat. Ty Dolla $ign)",2,"Short (< 3 min)"
"Keep Calling",2,"Short (< 3 min)"
"Overrated",2,"Short (< 3 min)"
"Peru - Remix",3,"Medium (3-5 min)"
"Be Alone",2,"Short (< 3 min)"
"Fck Boys",2,"Short (< 3 min)"
"Solid (feat. Blxst & Kehlani)",3,"Medium (3-5 min)"
"Hurt",2,"Short (< 3 min)"
"Still Omw",1,"Short (< 3 min)"
"EU VOU COM CARINHO ELA QUER COM FORÇA",2,"Short (< 3 min)"
"Set dos Casados",10,"Long (> 5 min)"
"OQIGAP?",10,"Long (> 5 min)"
"Set do G15 - A Revoada Começou",9,"Long (> 5 min)"
"Pagodeiro",7,"Long (> 5 min)"
"Bipolar",4,"Medium (3-5 min)"
"Coração Gelado 2",7,"Long (> 5 min)"
"Amor e Amor",4,"Medium (3-5 min)"
"Me Negaram Amor",4,"Medium (3-5 min)"
"Pra Inveja É Tchau",2,"Short (< 3 min)"
"wait in the truck (feat. Lainey Wilson)",4,"Medium (3-5 min)"
"Heart Like A Truck",3,"Medium (3-5 min)"
"Things A Man Oughta Know",3,"Medium (3-5 min)"
"Watermelon Moonshine",3,"Medium (3-5 min)"
"Dirty Looks",3,"Medium (3-5 min)"
"Smell Like Smoke",2,"Short (< 3 min)"
"Hold My Halo",3,"Medium (3-5 min)"
"Weak-End",3,"Medium (3-5 min)"
"Atta Girl",3,"Medium (3-5 min)"
"Middle Finger - Spotify Singles",2,"Short (< 3 min)"
"Show Me How",3,"Medium (3-5 min)"
"Oncle Jazz",0,"Short (< 3 min)"
"Numb",3,"Medium (3-5 min)"
"Billie Toppy",3,"Medium (3-5 min)"
"I Hope to Be Around (Live)",3,"Medium (3-5 min)"
"Tree Among Shrubs",3,"Medium (3-5 min)"
"Sugar",2,"Short (< 3 min)"
"Show Me How (Album V)",3,"Medium (3-5 min)"
"Lauren",3,"Medium (3-5 min)"
"Seven",3,"Medium (3-5 min)"
"Amor e Fé - Acústico",5,"Long (> 5 min)"
"Cruzeiro da Revoada",3,"Medium (3-5 min)"
"Temporal",4,"Medium (3-5 min)"
"Insônia 2",4,"Medium (3-5 min)"
"Um Pedido",3,"Medium (3-5 min)"
"Coração de Carro Forte",4,"Medium (3-5 min)"
"Insônia",4,"Medium (3-5 min)"
"Só Era Nós",3,"Medium (3-5 min)"
"Outro Patamar",3,"Medium (3-5 min)"
"Lembranças",4,"Medium (3-5 min)"
"679 (feat. Remy Boyz)",3,"Medium (3-5 min)"
"Trap Queen",3,"Medium (3-5 min)"
"Sweet Yamz",1,"Short (< 3 min)"
"Again",5,"Long (> 5 min)"
"KEKE",2,"Short (< 3 min)"
"My Way (feat. Monty)",3,"Medium (3-5 min)"
"679 (feat. Monty)",3,"Medium (3-5 min)"
"RGF Island",2,"Short (< 3 min)"
"Feels Great (feat. Fetty Wap & CVBZ)",3,"Medium (3-5 min)"
"Off Top Off Rip (Remix) [feat. Mozzy & Fetty Wap]",3,"Medium (3-5 min)"
"Bande organisée",5,"Long (> 5 min)"
"Vamos",4,"Medium (3-5 min)"
"Best life",3,"Medium (3-5 min)"
"La kiffance",2,"Short (< 3 min)"
"Doudou",3,"Medium (3-5 min)"
"Dreamlife",2,"Short (< 3 min)"
"Bogota",4,"Medium (3-5 min)"
"La danse des bandits",2,"Short (< 3 min)"
"6.3",3,"Medium (3-5 min)"
"Cœur de pirate",6,"Long (> 5 min)"
"I Quit Drinking",2,"Short (< 3 min)"
"This Feeling",3,"Medium (3-5 min)"
"IF YOU GO DOWN (I'M GOIN' DOWN TOO)",2,"Short (< 3 min)"
"half of my hometown (feat. Kenny Chesney)",3,"Medium (3-5 min)"
"Better Version (feat. Kelsea Ballerini)",2,"Short (< 3 min)"
"Peter Pan",3,"Medium (3-5 min)"
"hole in the bottle",2,"Short (< 3 min)"
"LOVE IS A COWBOY",2,"Short (< 3 min)"
"hole in the bottle (with Shania Twain)",2,"Short (< 3 min)"
"Miss Me More",3,"Medium (3-5 min)"
"HOT DEMON B!TCHES NEAR U ! ! !",1,"Short (< 3 min)"
"JOAN OF ARC",2,"Short (< 3 min)"
"Dark Light",3,"Medium (3-5 min)"
"Deira City Centre",3,"Medium (3-5 min)"
"Still Cold / Pathway Private",4,"Medium (3-5 min)"
"PLEASE DON'T GO",2,"Short (< 3 min)"
"Alone",2,"Short (< 3 min)"
"Eye Spy",2,"Short (< 3 min)"
"2 time zones (feat. Night Lovell)",2,"Short (< 3 min)"
"BAD KID",2,"Short (< 3 min)"
"Unstoppable",3,"Medium (3-5 min)"
"Legend",3,"Medium (3-5 min)"
"Born For This",3,"Medium (3-5 min)"
"Revolution",3,"Medium (3-5 min)"
"Stronger",3,"Medium (3-5 min)"
"Fighter",2,"Short (< 3 min)"
"Enemies",2,"Short (< 3 min)"
"The Fear",3,"Medium (3-5 min)"
"Head Up",2,"Short (< 3 min)"
"Never Going Back",3,"Medium (3-5 min)"
"Wasted Love (feat. Lagique)",2,"Short (< 3 min)"
"Shivers - Ofenbach Remix",3,"Medium (3-5 min)"
"Hurricane",2,"Short (< 3 min)"
"Love Me Now (feat. FAST BOY)",2,"Short (< 3 min)"
"Be Mine",2,"Short (< 3 min)"
"Head Shoulders Knees & Toes (feat. Norma Jean Martine)",2,"Short (< 3 min)"
"Katchi - Ofenbach vs. Nick Waterhouse",2,"Short (< 3 min)"
"All We Got (feat. KIDDO) - Ofenbach Remix",2,"Short (< 3 min)"
"4U",2,"Short (< 3 min)"
"Dip It Low",2,"Short (< 3 min)"
"Wild Irish Roses",2,"Short (< 3 min)"
"No L's",2,"Short (< 3 min)"
"90 Proof (with J. Cole)",3,"Medium (3-5 min)"
"Z4L (with Bari & Jay2)",2,"Short (< 3 min)"
"Amphetamine",7,"Long (> 5 min)"
"Scenic Drive (feat. Ari Lennox & Smino)",4,"Medium (3-5 min)"
"Pro Freak (with Doechii, Fatman Scoop)",4,"Medium (3-5 min)"
"Pudgy (with Lil Uzi Vert)",2,"Short (< 3 min)"
"Louphoria (with Cruza)",3,"Medium (3-5 min)"
"Matinee",3,"Medium (3-5 min)"
"Ramen & OJ",3,"Medium (3-5 min)"
"Isis (feat. Logic)",3,"Medium (3-5 min)"
"Your Heart",3,"Medium (3-5 min)"
"ADHD",3,"Medium (3-5 min)"
"I Love",3,"Medium (3-5 min)"
"Stranger Things",3,"Medium (3-5 min)"
"Revenge",4,"Medium (3-5 min)"
"Zim Zimma",3,"Medium (3-5 min)"
"Dreams Unfold",3,"Medium (3-5 min)"
"I'm Sorry",5,"Long (> 5 min)"
"you were good to me",3,"Medium (3-5 min)"
"this is how you fall in love",2,"Short (< 3 min)"
"Men On The Moon",3,"Medium (3-5 min)"
"Let Me Down (with Chelsea Cutler)",2,"Short (< 3 min)"
"better off",3,"Medium (3-5 min)"
"Stay Next To Me (with Chelsea Cutler)",3,"Medium (3-5 min)"
"Your Shirt",3,"Medium (3-5 min)"
"Flare Guns",4,"Medium (3-5 min)"
"Crazier Things (with Noah Kahan)",4,"Medium (3-5 min)"
"Crying Over You",2,"Short (< 3 min)"
"Babalik Sa'yo (from ""2 Good 2 Be True"")",3,"Medium (3-5 min)"
"Kumpas - Theme of “2 Good 2 Be True”",4,"Medium (3-5 min)"
"Before It Sinks In",4,"Medium (3-5 min)"
"Dito Ka Lang - In My Heart Filipino Version - From ""Flower of Evil""",3,"Medium (3-5 min)"
"Beautiful Scars (Maximillian x Moira Dela Torre) - Acoustic",2,"Short (< 3 min)"
"Ikaw At Ako",4,"Medium (3-5 min)"
"ikaw at sila",4,"Medium (3-5 min)"
"Tagpuan",4,"Medium (3-5 min)"
"Paubaya",4,"Medium (3-5 min)"
"Aking Habangbuhay (from ""An Inconvenient Love"")",4,"Medium (3-5 min)"
"Andamos Mejor",2,"Short (< 3 min)"
"No Le Aflojo",3,"Medium (3-5 min)"
"Si Me Ven",2,"Short (< 3 min)"
"Ahora Piden Paros",2,"Short (< 3 min)"
"Ahora Todo Es Diferente",3,"Medium (3-5 min)"
"Y Es Que Contigo",2,"Short (< 3 min)"
"Una Chevy",2,"Short (< 3 min)"
"Black Jack",3,"Medium (3-5 min)"
"Padre Nuestro",3,"Medium (3-5 min)"
"Tuve Hermano",3,"Medium (3-5 min)"
"CP_009_ Évidemment",3,"Medium (3-5 min)"
"Fever",2,"Short (< 3 min)"
"Balance ton quoi",3,"Medium (3-5 min)"
"Démons",4,"Medium (3-5 min)"
"Libre",2,"Short (< 3 min)"
"Tout oublier",3,"Medium (3-5 min)"
"Ta reine",3,"Medium (3-5 min)"
"Oui ou non",3,"Medium (3-5 min)"
"Amour, Haine & Danger",3,"Medium (3-5 min)"
"Flou",3,"Medium (3-5 min)"
"Body",2,"Short (< 3 min)"
"These Nights",2,"Short (< 3 min)"
"Sunroof - Loud Luxury Remix",2,"Short (< 3 min)"
"Afterparty",2,"Short (< 3 min)"
"Body - Dzeko Remix",2,"Short (< 3 min)"
"Love No More",2,"Short (< 3 min)"
"Body On My",3,"Medium (3-5 min)"
"Mistakes",2,"Short (< 3 min)"
"Aftertaste",3,"Medium (3-5 min)"
"Nights Like This",2,"Short (< 3 min)"
"Hurricane",3,"Medium (3-5 min)"
"Gasoline",2,"Short (< 3 min)"
"Self-Destruction",2,"Short (< 3 min)"
"There’s Fear In Letting Go",3,"Medium (3-5 min)"
"Bad Things",3,"Medium (3-5 min)"
"Scars",3,"Medium (3-5 min)"
"Bow Down",4,"Medium (3-5 min)"
"Feel Something (With I Prevail)",3,"Medium (3-5 min)"
"Blank Space",4,"Medium (3-5 min)"
"Come And Get It",3,"Medium (3-5 min)"
"Baazigar",2,"Short (< 3 min)"
"3:59 AM",4,"Medium (3-5 min)"
"Kaam 25 - Sacred Games",2,"Short (< 3 min)"
"Satya",3,"Medium (3-5 min)"
"Sitara",2,"Short (< 3 min)"
"Apna Time Aayega",2,"Short (< 3 min)"
"Gunehgar",2,"Short (< 3 min)"
"Chal Bombay",2,"Short (< 3 min)"
"Bornfire",2,"Short (< 3 min)"
"Sher Aaya Sher",2,"Short (< 3 min)"
"Line Without a Hook",4,"Medium (3-5 min)"
"Mr Loverman",3,"Medium (3-5 min)"
"This December",3,"Medium (3-5 min)"
"My Heart Is Buried In Venice",3,"Medium (3-5 min)"
"Line Without a Hook (feat. mxmtoon)",4,"Medium (3-5 min)"
"Out Like a Light",4,"Medium (3-5 min)"
"Talk to You",3,"Medium (3-5 min)"
"Snow",4,"Medium (3-5 min)"
"Cabo",2,"Short (< 3 min)"
"Mr Loverman - sped up",2,"Short (< 3 min)"
"Balanço da Rede",2,"Short (< 3 min)"
"Altas Loucurinhas (Uni Duni Tê) - Ao Vivo",3,"Medium (3-5 min)"
"Vida - Ao Vivo",3,"Medium (3-5 min)"
"Coração Cachorro",2,"Short (< 3 min)"
"Baby Me Atende",3,"Medium (3-5 min)"
"Nem Vá",2,"Short (< 3 min)"
"Emocionada Errada",2,"Short (< 3 min)"
"Mr. Glock",2,"Short (< 3 min)"
"Popó - Ao Vivo",2,"Short (< 3 min)"
"Liquidificador - Ao Vivo",2,"Short (< 3 min)"
"Descarregado - Ao Vivo",2,"Short (< 3 min)"
"Pehla Pyaar",4,"Medium (3-5 min)"
"Kaise Hua (From ""Kabir Singh"")",3,"Medium (3-5 min)"
"Manjha",3,"Medium (3-5 min)"
"Jaan Ban Gaye",3,"Medium (3-5 min)"
"Teri Hogaiyaan",2,"Short (< 3 min)"
"Naacho Naacho (From ""Rrr"")",3,"Medium (3-5 min)"
"Nai Lagda (From ""Notebook"")",4,"Medium (3-5 min)"
"Aaj Bhi",4,"Medium (3-5 min)"
"Teri Hogaiyaan 2",3,"Medium (3-5 min)"
"Jigsaw",2,"Short (< 3 min)"
"Chandni",2,"Short (< 3 min)"
"I Like You (A Happier Song) (with Doja Cat)",3,"Medium (3-5 min)"
"Circles",3,"Medium (3-5 min)"
"rockstar (feat. 21 Savage)",3,"Medium (3-5 min)"
"Sunflower - Spider-Man: Into the Spider-Verse",2,"Short (< 3 min)"
"Congratulations",3,"Medium (3-5 min)"
"Son Of A Gun",1,"Short (< 3 min)"
"Wow.",2,"Short (< 3 min)"
"Better Now",3,"Medium (3-5 min)"
"Goodbyes (feat. Young Thug)",2,"Short (< 3 min)"
"One Right Now (with The Weeknd)",3,"Medium (3-5 min)"
"I Fall Apart",3,"Medium (3-5 min)"
"One Kiss (with Dua Lipa)",3,"Medium (3-5 min)"
"Cold Heart - PNAU Remix",3,"Medium (3-5 min)"
"Levitating (feat. DaBaby)",3,"Medium (3-5 min)"
"Prisoner (feat. Dua Lipa)",2,"Short (< 3 min)"
"Levitating",3,"Medium (3-5 min)"
"Don't Start Now",3,"Medium (3-5 min)"
"New Rules",3,"Medium (3-5 min)"
"IDGAF",3,"Medium (3-5 min)"
"Word on the Streets",3,"Medium (3-5 min)"
"Scared to Be Lonely",3,"Medium (3-5 min)"
"Break My Heart",3,"Medium (3-5 min)"
"Me Porto Bonito",2,"Short (< 3 min)"
"Tití Me Preguntó",4,"Medium (3-5 min)"
"La Jumpa",3,"Medium (3-5 min)"
"Gato de Noche",3,"Medium (3-5 min)"
"Efecto",3,"Medium (3-5 min)"
"Ojitos Lindos",4,"Medium (3-5 min)"
"Neverita",2,"Short (< 3 min)"
"From Nothing",2,"Short (< 3 min)"
"Moscow Mule",4,"Medium (3-5 min)"
"LA CANCIÓN",4,"Medium (3-5 min)"
"Yonaguni",3,"Medium (3-5 min)"
"Te Felicito",2,"Short (< 3 min)"
"LOKERA",3,"Medium (3-5 min)"
"Party",3,"Medium (3-5 min)"
"Since 6ix",2,"Short (< 3 min)"
"Thats How",2,"Short (< 3 min)"
"PUNTO 40",3,"Medium (3-5 min)"
"RON COLA",3,"Medium (3-5 min)"
"Desesperados",3,"Medium (3-5 min)"
"Todo De Ti",3,"Medium (3-5 min)"
"Cúrame",2,"Short (< 3 min)"
"Tiroteo - Remix",5,"Long (> 5 min)"
"Darling",2,"Short (< 3 min)"
"DE CAROLINA",3,"Medium (3-5 min)"
"PLAYA DEL INGLÉS",3,"Medium (3-5 min)"
"ULALA (OOH LA LA)",3,"Medium (3-5 min)"
"La Curiosidad",3,"Medium (3-5 min)"
"Whiskey y Coco",3,"Medium (3-5 min)"
"Piensan",2,"Short (< 3 min)"
"Traductor",3,"Medium (3-5 min)"
"Si Se Da - Remix",5,"Long (> 5 min)"
"Pareja Del Año",3,"Medium (3-5 min)"
"Luces De Neón",3,"Medium (3-5 min)"
"Girl",3,"Medium (3-5 min)"
"Leave Before You Love Me (with Jonas Brothers)",2,"Short (< 3 min)"
"Numb",2,"Short (< 3 min)"
"Happier",3,"Medium (3-5 min)"
"Silence",3,"Medium (3-5 min)"
"Wolves",3,"Medium (3-5 min)"
"Come & Go (with Marshmello)",3,"Medium (3-5 min)"
"FRIENDS",3,"Medium (3-5 min)"
"Bye Bye",1,"Short (< 3 min)"
"Be Kind (with Halsey)",2,"Short (< 3 min)"
"Hate The Other Side (with Marshmello & The Kid Laroi)",2,"Short (< 3 min)"
"Shut Down",2,"Short (< 3 min)"
"Pink Venom",3,"Medium (3-5 min)"
"Typa Girl",2,"Short (< 3 min)"
"As If It's Your Last",3,"Medium (3-5 min)"
"How You Like That",3,"Medium (3-5 min)"
"BOOMBAYAH",4,"Medium (3-5 min)"
"Kill This Love",3,"Medium (3-5 min)"
"PLAYING WITH FIRE",3,"Medium (3-5 min)"
"Hard to Love",2,"Short (< 3 min)"
"DDU-DU DDU-DU",3,"Medium (3-5 min)"
"No Se Va",3,"Medium (3-5 min)"
"Debí Suponerlo",2,"Short (< 3 min)"
"Cuando Nadie Ve",3,"Medium (3-5 min)"
"Besos En Guerra",3,"Medium (3-5 min)"
"Segundos Platos",3,"Medium (3-5 min)"
"Salir Con Vida",2,"Short (< 3 min)"
"506",3,"Medium (3-5 min)"
"Aprender A Quererte",3,"Medium (3-5 min)"
"Idiota",3,"Medium (3-5 min)"
"París",3,"Medium (3-5 min)"
"Mbappe",2,"Short (< 3 min)"
"Eladio Carrion: Bzrp Music Sessions, Vol. 40",2,"Short (< 3 min)"
"3:00 AM",3,"Medium (3-5 min)"
"Me Gustas Natural",2,"Short (< 3 min)"
"Hola Como Vas",3,"Medium (3-5 min)"
"Sin Frenos",3,"Medium (3-5 min)"
"Kemba Walker",2,"Short (< 3 min)"
"Sigue Bailandome",5,"Long (> 5 min)"
"Hugo",2,"Short (< 3 min)"
"Si la Calle Llama",2,"Short (< 3 min)"
"Secrets",2,"Short (< 3 min)"
"Drowning (feat. Kodak Black)",3,"Medium (3-5 min)"
"Overseas",3,"Medium (3-5 min)"
"My Shit",2,"Short (< 3 min)"
"Still Think About You",4,"Medium (3-5 min)"
"Jungle",2,"Short (< 3 min)"
"Water (Drowning Pt. 2) [feat. Kodak Black]",3,"Medium (3-5 min)"
"Rocket Science",3,"Medium (3-5 min)"
"Look Back at It",2,"Short (< 3 min)"
"Swervin (feat. 6ix9ine)",3,"Medium (3-5 min)"
"Me and My Guitar",2,"Short (< 3 min)"
"Drowning - Sped Up Version",2,"Short (< 3 min)"
"cómo dormiste?",1,"Short (< 3 min)"
"pa quererte",2,"Short (< 3 min)"
"A Mí",3,"Medium (3-5 min)"
"Me Gustas Natural",2,"Short (< 3 min)"
"Como Antes",2,"Short (< 3 min)"
"SHORTY QUE TE VAYA BN <3",3,"Medium (3-5 min)"
"La Última Canción",3,"Medium (3-5 min)"
"Mi Luz (ft. Rels B)",2,"Short (< 3 min)"
"Mírame Ma",3,"Medium (3-5 min)"
"Me Olvidé De Los 2",2,"Short (< 3 min)"
"Bam Bam (feat. Ed Sheeran)",3,"Medium (3-5 min)"
"Señorita",3,"Medium (3-5 min)"
"Havana (feat. Young Thug)",3,"Medium (3-5 min)"
"South of the Border (feat. Camila Cabello & Cardi B)",3,"Medium (3-5 min)"
"My Oh My (feat. DaBaby)",2,"Short (< 3 min)"
"Don't Go Yet",2,"Short (< 3 min)"
"KU LO SA (with Camila Cabello)",2,"Short (< 3 min)"
"Never Be the Same",3,"Medium (3-5 min)"
"Beautiful (feat. Camila Cabello)",3,"Medium (3-5 min)"
"I Know What You Did Last Summer",3,"Medium (3-5 min)"
"Escapism.",4,"Medium (3-5 min)"
"Escapism. - Sped Up",3,"Medium (3-5 min)"
"BED",2,"Short (< 3 min)"
"Secrets",2,"Short (< 3 min)"
"You Can’t Change Me (feat. Raye)",2,"Short (< 3 min)"
"Ferrari Horses",3,"Medium (3-5 min)"
"She's Not Anyone",3,"Medium (3-5 min)"
"Waterfall",3,"Medium (3-5 min)"
"You Don't Know Me (feat. RAYE)",3,"Medium (3-5 min)"
"Money Calling (feat. RAYE, Russ Millions & wewantwraiths)",3,"Medium (3-5 min)"
"Black Mascara.",4,"Medium (3-5 min)"
"Tomorrow 2 (with Cardi B)",3,"Medium (3-5 min)"
"WAP (feat. Megan Thee Stallion)",3,"Medium (3-5 min)"
"DESPECHÁ RMX",2,"Short (< 3 min)"
"I Like It",4,"Medium (3-5 min)"
"South of the Border (feat. Camila Cabello & Cardi B)",3,"Medium (3-5 min)"
"Please Me",3,"Medium (3-5 min)"
"Finesse - Remix; feat. Cardi B",3,"Medium (3-5 min)"
"Hot Shit (feat. Ye & Lil Durk)",3,"Medium (3-5 min)"
"Money",3,"Medium (3-5 min)"
"Up",2,"Short (< 3 min)"
"First Class",2,"Short (< 3 min)"
"INDUSTRY BABY (feat. Jack Harlow)",3,"Medium (3-5 min)"
"WHATS POPPIN",2,"Short (< 3 min)"
"Dua Lipa",2,"Short (< 3 min)"
"Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track",3,"Medium (3-5 min)"
"Churchill Downs (feat. Drake)",5,"Long (> 5 min)"
"Tyler Herro",2,"Short (< 3 min)"
"I WANNA SEE SOME ASS (feat. jetsonmade)",2,"Short (< 3 min)"
"Nail Tech",3,"Medium (3-5 min)"
"Already Best Friends (feat. Chris Brown)",3,"Medium (3-5 min)"
"Limbo",2,"Short (< 3 min)"
"GTG",1,"Short (< 3 min)"
"All Alone",2,"Short (< 3 min)"
"Devil's Work",2,"Short (< 3 min)"
"WTH",1,"Short (< 3 min)"
"Wrath",1,"Short (< 3 min)"
"Cha Cha",2,"Short (< 3 min)"
"Killin' On Demand",2,"Short (< 3 min)"
"Stunna",1,"Short (< 3 min)"
"Limbo - Ghost Slowed",3,"Medium (3-5 min)"
"Poland",1,"Short (< 3 min)"
"NBAYOUNGBOAT",2,"Short (< 3 min)"
"Yacht Club (feat. Juice WRLD)",2,"Short (< 3 min)"
"the BLACK seminole.",6,"Long (> 5 min)"
"the ride-",3,"Medium (3-5 min)"
"Coffin",1,"Short (< 3 min)"
"pRETTy",2,"Short (< 3 min)"
"running out of time",4,"Medium (3-5 min)"
"sAy sOMETHINg",3,"Medium (3-5 min)"
"drive ME crazy!",3,"Medium (3-5 min)"
"Motion Sickness",3,"Medium (3-5 min)"
"Scott Street",5,"Long (> 5 min)"
"I Know The End",5,"Long (> 5 min)"
"The Gold - Phoebe Bridgers Version",3,"Medium (3-5 min)"
"Kyoto",3,"Medium (3-5 min)"
"Moon Song",4,"Medium (3-5 min)"
"Savior Complex",4,"Medium (3-5 min)"
"Garden Song",3,"Medium (3-5 min)"
"Funeral",3,"Medium (3-5 min)"
"Punisher",3,"Medium (3-5 min)"
"HOT",3,"Medium (3-5 min)"
"_WORLD",2,"Short (< 3 min)"
"Rock with you",3,"Medium (3-5 min)"
"CHEERS",3,"Medium (3-5 min)"
"VERY NICE",3,"Medium (3-5 min)"
"Don't Wanna Cry",3,"Medium (3-5 min)"
"To you",3,"Medium (3-5 min)"
"Shadow",3,"Medium (3-5 min)"
"DON QUIXOTE",2,"Short (< 3 min)"
"Darl+ing",2,"Short (< 3 min)"
"Losing Interest",2,"Short (< 3 min)"
"Again",2,"Short (< 3 min)"
"RIP",2,"Short (< 3 min)"
"I'll Keep You Safe",3,"Medium (3-5 min)"
"Dance with Me",1,"Short (< 3 min)"
"i don't feel part of the world anymore",1,"Short (< 3 min)"
"I'll Bite Your Soul",2,"Short (< 3 min)"
"Safe",1,"Short (< 3 min)"
"Losing Interest",2,"Short (< 3 min)"
"Letter to Jarad",3,"Medium (3-5 min)"
"Enemy (with JID) - from the series Arcane League of Legends",2,"Short (< 3 min)"
"Surround Sound (feat. 21 Savage & Baby Tate)",3,"Medium (3-5 min)"
"Dance Now (feat. Kenny Mason)",3,"Medium (3-5 min)"
"151 Rum",2,"Short (< 3 min)"
"Stick (with JID & J. Cole feat. Kenny Mason & Sheck Wes)",5,"Long (> 5 min)"
"Raydar",3,"Medium (3-5 min)"
"Costa Rica (with Bas & JID feat. Guapdad 4000, Reese LAFLARE, Jace, Mez, Smokepurpp, Buddy & Ski Mask The Slump God)",3,"Medium (3-5 min)"
"Kody Blu 31",3,"Medium (3-5 min)"
"Off Deez (with J. Cole)",3,"Medium (3-5 min)"
"Bruddanem (feat. Lil Durk)",3,"Medium (3-5 min)"
"Fuera del mercado",2,"Short (< 3 min)"
"Me Rehúso",3,"Medium (3-5 min)"
"Mónaco",3,"Medium (3-5 min)"
"Felices Perdidos",3,"Medium (3-5 min)"
"SI ES AMOR",3,"Medium (3-5 min)"
"Volare",2,"Short (< 3 min)"
"Dembow",3,"Medium (3-5 min)"
"Detente",3,"Medium (3-5 min)"
"Brisa",4,"Medium (3-5 min)"
"Swing",2,"Short (< 3 min)"
"Sereia",4,"Medium (3-5 min)"
"Hino dos Mlks",3,"Medium (3-5 min)"
"Poesia Acústica #6: Era uma Vez",9,"Long (> 5 min)"
"Amor de Fim de Noite",3,"Medium (3-5 min)"
"Balão 2",4,"Medium (3-5 min)"
"Iluminado",3,"Medium (3-5 min)"
"A Cara do Crime 3 (Brinde à Liberdade)",5,"Long (> 5 min)"
"Assault (Carro Forte)",5,"Long (> 5 min)"
"Vida Cara",5,"Long (> 5 min)"
"Poesia Acústica 10: Recomeçar",11,"Long (> 5 min)"
"Manike (From ""Thank God"")",3,"Medium (3-5 min)"
"Raataan Lambiyan (From ""Shershaah"")",3,"Medium (3-5 min)"
"Humnava Mere",5,"Long (> 5 min)"
"Tum Hi Aana (From ""Marjaavaan"")",4,"Medium (3-5 min)"
"Shri Krishna Govind Hare Murari",2,"Short (< 3 min)"
"Taaron Ke Shehar",3,"Medium (3-5 min)"
"Lut Gaye",3,"Medium (3-5 min)"
"The Humma Song",2,"Short (< 3 min)"
"Make You Smile",2,"Short (< 3 min)"
"Meri Zindagi Hai Tu (From ""Satyameva Jayate 2"")",4,"Medium (3-5 min)"
"Dil Galti Kar Baitha Hai",4,"Medium (3-5 min)"
"Δ. Dieu ne ment jamais",3,"Medium (3-5 min)"
"Coeur De Pirate",3,"Medium (3-5 min)"
"Θ. Macarena",3,"Medium (3-5 min)"
"N. J Respect R",3,"Medium (3-5 min)"
"RENCONTRE",3,"Medium (3-5 min)"
"Σ. MOROSE",4,"Medium (3-5 min)"
"Γ. Mosaïque solitaire",5,"Long (> 5 min)"
"Ε. Signaler",3,"Medium (3-5 min)"
"Feu de bois",3,"Medium (3-5 min)"
"BODIES (feat. Damso)",2,"Short (< 3 min)"
"I Like Me Better",3,"Medium (3-5 min)"
"i'm so tired...",2,"Short (< 3 min)"
"Who",3,"Medium (3-5 min)"
"Paris in the Rain",3,"Medium (3-5 min)"
"Never Not",3,"Medium (3-5 min)"
"Feelings",3,"Medium (3-5 min)"
"Mean It",3,"Medium (3-5 min)"
"Make It Right (feat. Lauv)",3,"Medium (3-5 min)"
"All 4 Nothing (I'm So In Love)",3,"Medium (3-5 min)"
"fuck, i'm lonely",3,"Medium (3-5 min)"
"Triste",4,"Medium (3-5 min)"
"Hasta Abajo",3,"Medium (3-5 min)"
"Un Ratito Mas",4,"Medium (3-5 min)"
"Caile",5,"Long (> 5 min)"
"Presidentes Muertos",5,"Long (> 5 min)"
"Suave (Remix)",5,"Long (> 5 min)"
"Hoodie",4,"Medium (3-5 min)"
"Como Panas",3,"Medium (3-5 min)"
"Air Drop",3,"Medium (3-5 min)"
"Spicy Crab",3,"Medium (3-5 min)"
"Run It Up (feat. Offset & Moneybagg Yo)",3,"Medium (3-5 min)"
"Quickie",3,"Medium (3-5 min)"
"On Wat U On (with GloRilla)",2,"Short (< 3 min)"
"Blow",3,"Medium (3-5 min)"
