"track","tempo","tempo_category"
"Paint It, Black","158.691","Cepat"
"Start Me Up - Remastered 2009","122.429","Cepat"
"Kids","122.961","Cepat"
"Just a Kiss - Horacio & Aaron Smith Remix","126.003","Cepat"
"(I Can't Get No) Satisfaction - Mono Version","136.302","Cepat"
"Gimme Shelter","118.628","Sedang"
"Sympathy For The Devil - 50th Anniversary Edition","116.063","Sedang"
"Beast Of Burden - Remastered 1994","100.626","Sedang"
"Angie","136.302","Cepat"
"Wild Horses - 2009 Mix","139.506","Cepat"
"Miss You - Remastered","109.689","Sedang"
"You Can't Always Get What You Want","86.327","Lambat"
"Cornfield Chase","94.079","Sedang"
"Time","62.881","Lambat"
"Main Titles (You’ve Been Called Back to Top Gun)","107.425","Sedang"
"Dancin (feat. Luvli) - Original Mix","131.001","Cepat"
"Day One (Interstellar Theme)","95.985","Sedang"
"S.T.A.Y.","191.413","Cepat"
"Top Gun Anthem","107.351","Sedang"
"Mountains","119.975","Sedang"
"This Land - From ""The Lion King""/Score","100.089","Sedang"
"Chevaliers De Sangreal - From The Da Vinci Code Original Motion Picture Soundtrack","110.877","Sedang"
"First Step","71.028","Lambat"
"Change (In the House of Flies)","141.581","Cepat"
"My Own Summer (Shove It)","71.841","Lambat"
"Be Quiet and Drive (Far Away)","92.615","Sedang"
"Sextape","89.981","Lambat"
"Cherry Waves","124.01","Cepat"
"Rosemary","126.628","Cepat"
"Mascara","77.562","Lambat"
"7 Words","125.459","Cepat"
"Digital Bath","92.966","Sedang"
"Coming Back Around","112.991","Sedang"
"Around the Fur","79.952","Lambat"
"All The Small Things","148.726","Cepat"
"What's My Age Again?","157.66","Cepat"
"I Miss You","110","Sedang"
"First Date","95.594","Sedang"
"EDGING","143.952","Cepat"
"Adam's Song","136.028","Cepat"
"The Rock Show","193.155","Cepat"
"Feeling This","173.143","Cepat"
"Dammit","111.221","Sedang"
"Stay Together For The Kids","145.125","Cepat"
"Could You Be Loved","103.312","Sedang"
"Three Little Birds","74.126","Lambat"
"Is This Love","122.242","Cepat"
"Jamming","123.644","Cepat"
"Buffalo Soldier","124.084","Cepat"
"One Love / People Get Ready - Medley","154.186","Cepat"
"Redemption Song","115.871","Sedang"
"Waiting In Vain","78.786","Lambat"
"Natural Mystic","130.958","Cepat"
"No Woman, No Cry - Live At The Lyceum, London/1975","77.589","Lambat"
"Starman - 2012 Remaster","100.456","Sedang"
"Heroes - 2017 Remaster","112.113","Sedang"
"Rebel Rebel - 2016 Remaster","125.988","Cepat"
"Space Oddity - 2015 Remaster","134.48","Cepat"
"Life on Mars? - 2015 Remaster","123.295","Cepat"
"Let's Dance - 2018 Remaster","114.846","Sedang"
"Modern Love - 2018 Remaster","182.836","Cepat"
"Changes - 2015 Remaster","113.633","Sedang"
"Moonage Daydream - 2012 Remaster","144.478","Cepat"
"Ziggy Stardust - 2012 Remaster","80.146","Lambat"
"Livin' On A Prayer","122.511","Cepat"
"You Give Love A Bad Name","122.803","Cepat"
"It's My Life","119.992","Sedang"
"Always","140.795","Cepat"
"Wanted Dead Or Alive","150.056","Cepat"
"Bed Of Roses","164.587","Cepat"
"Runaway","152.445","Cepat"
"I'll Be There For You","73.029","Lambat"
"Bad Medicine","118.642","Sedang"
"Thank You For Loving Me","132.864","Cepat"
"Still D.R.E.","93.431","Sedang"
"The Next Episode","95.295","Sedang"
"Forgot About Dre","133.974","Cepat"
"What's The Difference","91.921","Sedang"
"I Need A Doctor","155.826","Cepat"
"Keep Their Heads Ringin'","90.575","Sedang"
"Xxplosive","168.96","Cepat"
"Gospel (with Eminem)","117.03","Sedang"
"The Watcher","97.582","Sedang"
"Kush - Main","94.968","Sedang"
"Have You Ever Seen The Rain","116.109","Sedang"
"Fortunate Son","132.77","Cepat"
"Bad Moon Rising","178.946","Cepat"
"Proud Mary","120.745","Cepat"
"Down On The Corner","108.217","Sedang"
"Green River","141.694","Cepat"
"Electric Feel","103.04","Sedang"
"Up Around The Bend","130.12","Cepat"
"Who'll Stop The Rain","123.113","Cepat"
"Lookin' Out My Back Door","105.322","Sedang"
"Born On The Bayou","117.296","Sedang"
"With Or Without You - Remastered","110.171","Sedang"
"I Still Haven't Found What I'm Looking For","100.894","Sedang"
"Time to Pretend","100.99","Sedang"
"One","181.305","Cepat"
"Beautiful Day","136.279","Cepat"
"Sunday Bloody Sunday - Remastered 2008","101.174","Sedang"
"Where The Streets Have No Name - Remastered","125.812","Cepat"
"Pride (In The Name Of Love) - Remastered 2009","105.701","Sedang"
"Sweetest Thing","141.65","Cepat"
"Vertigo","140.083","Cepat"
"Pride (In The Name Of Love) - Songs Of Surrender","106.004","Sedang"
"Party We Will Throw Now!","96.792","Sedang"
"Music & Me","99.133","Sedang"
"I Got Love","90.013","Sedang"
"Shake That (Remix)","107.036","Sedang"
"So Fly - J. Period Remix","82.261","Lambat"
"Ain't No Fun (feat. Snoop Dogg & Warren G) - J. Period Remix","100.238","Sedang"
"Nobody Does It Better","92.048","Sedang"
"Your Wife (feat. Dr. Dre)","97.08","Sedang"
"I Got Love (feat. Nate Dogg)","122.984","Cepat"
"Keep It G.A.N.G.S.T.A. (feat. Lil' Mo & Xzibit)","90.096","Sedang"
"Besos En Guerra","143.957","Cepat"
"Es Por Ti","129.943","Cepat"
"506","142.995","Cepat"
"Y, ¿Si Fuera Ella? - + Es +","150.586","Cepat"
"La Camisa Negra","97.007","Sedang"
"A Dios Le Pido","97.027","Sedang"
"Nada Valgo Sin Tu Amor","76.979","Lambat"
"Fotografía","84.092","Lambat"
"Volverte A Ver","85.003","Lambat"
"Para Tu Amor","95.006","Sedang"
"Oye Mi Amor","162.241","Cepat"
"Rayando El Sol","112.677","Sedang"
"Clavado En Un Bar","148.003","Cepat"
"En El Muelle De San Blas","97.159","Sedang"
"Mi Verdad (feat. Shakira)","99.989","Sedang"
"Te Lloré Un Río","118.005","Sedang"
"Mariposa Traicionera","206.037","Cepat"
"Eres Mi Religión","92.055","Sedang"
"Bendita Tu Luz","115.992","Sedang"
"Vivir Sin Aire","132.31","Cepat"
"Bonkers","126.129","Cepat"
"Stayin Alive","103.564","Sedang"
"Stayin' Alive","103.644","Sedang"
"More Than A Woman - From ""Saturday Night Fever"" Soundtrack","106.164","Sedang"
"How Deep Is Your Love - From ""Saturday Night Fever"" Soundtrack","104.996","Sedang"
"Night Fever - From ""Saturday Night Fever"" Soundtrack","109.133","Sedang"
"To Love Somebody","90.43","Sedang"
"More Than A Woman - SG's Paradise Edit","105.407","Sedang"
"You Should Be Dancing - Edit / From ""Saturday Night Fever"" Soundtrack","123.009","Cepat"
"Too Much Heaven","165.922","Cepat"
"I Started A Joke","144.775","Cepat"
"Uptown Girl","128.993","Cepat"
"Vienna","124.936","Cepat"
"When You Die","140.886","Cepat"
"Birthday Sex","60.014","Lambat"
"Piano Man","177.734","Cepat"
"We Didn't Start the Fire","145.024","Cepat"
"She's Always a Woman","176.631","Cepat"
"Just the Way You Are","139.148","Cepat"
"Dancin - Remix Centerside","180.088","Cepat"
"My Life","131.097","Cepat"
"It's Still Rock and Roll to Me","141.075","Cepat"
"Only the Good Die Young","76.214","Lambat"
"Movin' Out (Anthony's Song)","133.898","Cepat"
"Insane in the Brain","102.304","Sedang"
"Hypnotize - 2014 Remaster","93.941","Sedang"
"Big Poppa - 2005 Remaster","84.492","Lambat"
"Juicy - 2005 Remaster","96.063","Sedang"
"Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster","104.536","Sedang"
"Party And Bullshit","99.232","Sedang"
"Nasty Girl (feat. Diddy, Nelly, Jagged Edge & Avery Storm) - 2005 Remaster","106.328","Sedang"
"Suicidal Thoughts - 2005 Remaster","78.61","Lambat"
"Notorious Thugs - 2014 Remaster","154.914","Cepat"
"Who Shot Ya? - 2005 Remaster","91.771","Sedang"
"Gimme the Loot - 2005 Remaster","94.191","Sedang"
"El Perdón (with Enrique Iglesias)","179.908","Cepat"
"Cuando Me Enamoro","126.03","Cepat"
"SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox)","91.012","Sedang"
"Hero","151.959","Cepat"
"DUELE EL CORAZON (feat. Wisin)","91.022","Sedang"
"Bailando - Spanish Version","91.017","Sedang"
"Experiencia Religiosa","112.049","Sedang"
"El Perdedor","137.799","Cepat"
"Por Amarte","127.933","Cepat"
"I Like It","129.011","Cepat"
"The Way I Are","114.759","Sedang"
"Give It To Me","110.621","Sedang"
"Apologize","118.042","Sedang"
"If We Ever Meet Again (Featuring Katy Perry)","126.091","Cepat"
"Carry Out (Featuring Justin Timberlake)","115.68","Sedang"
"Say Something (Featuring Drake)","79.934","Lambat"
"Bounce","65.964","Lambat"
"Morning After Dark (Featuring Nelly Furtado & SoShy)","118.039","Sedang"
"Toc Toc (feat. Timbaland)","176.059","Cepat"
"Corazón partío","160.075","Cepat"
"El Ultimo Adiós - Varios Artistas Version","77.986","Lambat"
"Amiga mía","144.016","Cepat"
"Un Beso en Madrid","87.387","Lambat"
"Deja Que Te Bese","104.888","Sedang"
"Te lo agradezco, pero no (feat. Shakira)","149.993","Cepat"
"Mi soledad y yo","78.77","Lambat"
"Vocab - Refugees Hip Hop Remix","84.775","Lambat"
"Himno A La Alegría","119.675","Sedang"
"La fuerza del corazón","76.827","Lambat"
"Desde cuando","144.075","Cepat"
"I Wanna Dance with Somebody (Who Loves Me)","118.818","Sedang"
"I Will Always Love You","67.531","Lambat"
"I Have Nothing","152.943","Cepat"
"Higher Love","103.952","Sedang"
"Don't You Know - Live Bass Mix","129.025","Cepat"
"How Will I Know","119.001","Sedang"
"How Will I Know","119.49","Sedang"
"Greatest Love of All","131.242","Cepat"
"My Love Is Your Love","82.511","Lambat"
"Saving All My Love for You","99.304","Sedang"
"Hits from the Bong","92.175","Sedang"
"When You Believe - from The Prince of Egypt","125.354","Cepat"
"Hung Up","125.02","Cepat"
"Material Girl","136.506","Cepat"
"Back That Up To The Beat - demo version","113.941","Sedang"
"Frozen","110.005","Sedang"
"La Isla Bonita","99.9","Sedang"
"Like a Prayer","111.037","Sedang"
"4 Minutes (feat. Justin Timberlake & Timbaland)","113.029","Sedang"
"Like a Virgin","119.747","Sedang"
"Back That Up To The Beat - sped up version","125.398","Cepat"
"Papa Don't Preach","121.879","Cepat"
"If I Ain't Got You","118.402","Sedang"
"My Boo","86.412","Lambat"
"No One","90.04","Sedang"
"Girl on Fire","92.513","Sedang"
"Empire State of Mind (Part II) Broken Down","92.923","Sedang"
"Fallin'","95.986","Sedang"
"City of Gods","147.847","Cepat"
"No One - Acoustic","89.898","Lambat"
"Un-thinkable (I'm Ready)","86.097","Lambat"
"I'll Have To Say I Love You In A Song","133.785","Cepat"
"Underdog","90.105","Sedang"
"You're Gonna Live Forever in Me","136.161","Cepat"
"New Light","123.932","Cepat"
"Slow Dancing in a Burning Room","134.018","Cepat"
"Your Body Is a Wonderland","94.01","Sedang"
"Waiting On the World to Change","176.739","Cepat"
"All The Time (feat. Lil Wayne & Natasha Mosley)","109.953","Sedang"
"Free Fallin' - Live at the Nokia Theatre, Los Angeles, CA - December 2007","173.509","Cepat"
"Gravity","123.799","Cepat"
"I Guess I Just Feel Like","159.952","Cepat"
"XO","173.67","Cepat"
"Last Train Home","93.007","Sedang"
"Feel This Moment (feat. Christina Aguilera)","135.956","Cepat"
"House Party","121.996","Cepat"
"El Ultimo Adiós - Varios Artistas Version","77.986","Lambat"
"Say Something","141.284","Cepat"
"Genie In a Bottle","175.716","Cepat"
"Beautiful","76.19","Lambat"
"Dirrty (feat. Redman)","99.931","Sedang"
"This Christmas","183.79","Cepat"
"Fighter","188.899","Cepat"
"Candyman","172.976","Cepat"
"Lady Marmalade - Single Edit","109.902","Sedang"
"Vivir Mi Vida","105.018","Sedang"
"Flor Pálida","93.537","Sedang"
"De Vuelta Pa' La Vuelta","93.725","Sedang"
"Impatient","179.007","Cepat"
"Tu Amor Me Hace Bien - Salsa Version","97.68","Sedang"
"Y Hubo Alguien","91.094","Sedang"
"Qué Precio Tiene el Cielo - Salsa Version","173.91","Cepat"
"Y Cómo Es El","77.472","Lambat"
"Parecen Viernes","96.499","Sedang"
"Valió la Pena - Salsa Version","98.364","Sedang"
"Hard To Love","103.017","Sedang"
"Ahora Quien - Salsa Version","85.1","Lambat"
"Fuiste Tú (feat. Gaby Moreno)","139.939","Cepat"
"El Problema","99.907","Sedang"
"La Mujer Que No Soñé","140.207","Cepat"
"Pingüinos en la Cama","128.031","Cepat"
"Minutos","99.973","Sedang"
"One Beer","91.115","Sedang"
"Historia de Taxi","147.107","Cepat"
"Cómo Duele","139.442","Cepat"
"Desnuda","135.559","Cepat"
"Mujeres","105.674","Sedang"
"Acompáñame a Estar Solo","172.882","Cepat"
"Signed, Sealed, Delivered (I'm Yours)","108.875","Sedang"
"I Just Called To Say I Love You","113.535","Sedang"
"Superstition - Single Version","100.499","Sedang"
"Hoe Cakes","92.184","Sedang"
"What Christmas Means To Me","83.529","Lambat"
"For Once In My Life","110.121","Sedang"
"Sir Duke","106.938","Sedang"
"You Are The Sunshine Of My Life","132.082","Cepat"
"Part-Time Lover","174.513","Cepat"
"Someday At Christmas","98.567","Sedang"
"Isn't She Lovely","118.698","Sedang"
"My Chick Bad","84.789","Lambat"
"What's Your Fantasy (Featuring Shawna)","140.095","Cepat"
"Act A Fool","109.939","Sedang"
"How Low","143.96","Cepat"
"Rollout (My Business)","131.059","Cepat"
"Area Codes","100.934","Sedang"
"Money Maker","78.756","Lambat"
"Get Back","171.609","Cepat"
"Blueberry Yum Yum","126.707","Cepat"
"Stand Up","99.057","Sedang"
"Es un Secreto","94.989","Sedang"
"¿por Que Te Demoras?","96.018","Sedang"
"Guatauba","183.985","Cepat"
"Si No Le Contesto","94.977","Sedang"
"Candy","95.981","Sedang"
"Fanática Sensual","164.022","Cepat"
"Suave (Remix)","119.999","Sedang"
"Fanática Sensual - Remix","82.014","Lambat"
"Frikitona","120.063","Cepat"
"Ella Fuma","171.976","Cepat"
"Volví","175.896","Cepat"
"Ella Y Yo - Featuring Don Omar","175.924","Cepat"
"Obsesion","133.682","Cepat"
"Dile al Amor","124.005","Cepat"
"El Perdedor","128.044","Cepat"
"Un Beso","125.015","Cepat"
"El Malo","125.941","Cepat"
"Los Infieles","132.932","Cepat"
"Enseñame a Olvidar","124.971","Cepat"
"Mi Corazoncito","133.035","Cepat"
"Yeah! (feat. Lil Jon & Ludacris)","105.018","Sedang"
"DJ Got Us Fallin' In Love (feat. Pitbull)","119.963","Sedang"
"My Boo","86.412","Lambat"
"Memory I Don't Mess With","91.541","Sedang"
"OMG (feat. will.i.am)","129.998","Cepat"
"Love in This Club (feat. Young Jeezy)","140.012","Cepat"
"U Remind Me","93.985","Sedang"
"U Got It Bad","124.037","Cepat"
"Burn","119.928","Sedang"
"Come Thru (with Usher)","152.001","Cepat"
"I Don't Dance","92.036","Sedang"
"Confessions Part II","138.007","Cepat"
"Un Millón de Primaveras","100.558","Sedang"
"Acá Entre Nos","86.086","Lambat"
"Estos Celos","104.976","Sedang"
"Mujeres Divinas","71.136","Lambat"
"Boy","78.942","Lambat"
"Hermoso Cariño","154.202","Cepat"
"La Diferencia","80.062","Lambat"
"Volver, Volver","164.933","Cepat"
"Qué de Raro Tiene","67.164","Lambat"
"No Me Sé Rajar","117.643","Sedang"
"De Qué Manera Te Olvido","100.296","Sedang"
"Me Dediqué a Perderte","148.01","Cepat"
"Inexperto En Olvidarte","81.622","Lambat"
"El Ultimo Adiós - Varios Artistas Version","77.986","Lambat"
"Sé Que Te Duele","94.984","Sedang"
"Me Hace Tanto Bien","157.502","Cepat"
"Mariposa Traicionera","206.037","Cepat"
"Hoy Tengo Ganas De Ti","123.54","Cepat"
"Canta Corazón","104.06","Sedang"
"Caballero","100.738","Sedang"
"Como Quien Pierde una Estrella","163.113","Cepat"
"Buy U a Drank (Shawty Snappin') (feat. Yung Joc)","80.028","Lambat"
"Bartender (feat. Akon)","104.961","Sedang"
"I'm Sprung","100","Sedang"
"Up Down (Do This All Day) (feat. B.o.B)","96.995","Sedang"
"Me and Michael","111.985","Sedang"
"I'm N Luv (Wit a Stripper) (feat. Mike Jones)","144.992","Cepat"
"Best Love Song","79.932","Lambat"
"Jerry Sprunger (with T-Pain)","100.011","Sedang"
"Turn All the Lights On (feat. Ne-Yo)","127.009","Cepat"
"Congratulations","125.115","Cepat"
"Booty Wurk (One Cheek At a Time) (feat. Joey Galaxy)","157.936","Cepat"
"I Like Dat","175.694","Cepat"
"Cello Suite No. 1 in G Major, BWV 1007: I. Prélude","75.02","Lambat"
"Suite No. 3 in D Major, BWV 1068: II. Air","176.329","Cepat"
"Goldberg Variations, BWV 988: Aria","130.253","Cepat"
"Weekend Wars","77.013","Lambat"
"She Works Out Too Much","147.97","Cepat"
"The Well-Tempered Clavier, Book 1, BWV 846-869 / Prelude & Fugue in C Major, BWV 846: I. Prelude","133.564","Cepat"
"Montero: Adagio (After Bach's Violin Concerto No. 2, BWV 1042)","72.892","Lambat"
"Unaccompanied Cello Suite No. 1 in G major, BWV 1007: I. Prélude","137.274","Cepat"
"Flute Sonata in E-Flat Major, BWV 1031: II. Siciliano (arr. I. Friedman for piano)","73.144","Lambat"
"Overture (Suite) No. 2 in B Minor, BWV 1067: VII. Badinerie","130.998","Cepat"
"Violin Concerto No. 1 in A minor, BWV 1041: I. (Allegro moderato)","90.664","Sedang"
"Sheep May Safely Graze","98.224","Sedang"
"Está Dañada","159.892","Cepat"
"Sativa","125.99","Cepat"
"Sunshine","97.989","Sedang"
"Stay Ready (What A Life)","82.887","Lambat"
"While We're Young","128.023","Cepat"
"The Worst","94.895","Sedang"
"B.S. (feat. H.E.R.)","135.781","Cepat"
"P*$$Y Fairy (OTW)","128.331","Cepat"
"Blue Dream","133.901","Cepat"
"Never Call Me","99.136","Sedang"
"On The Way (feat. Mila J)","113.862","Sedang"
"Agar Tum Saath Ho (From ""Tamasha"")","122.925","Cepat"
"Tip Tip (From ""Sooryavanshi"")","103.01","Sedang"
"Ek Din Aap (From ""Yes Boss"")","145.35","Cepat"
"Ae Mere Humsafar","103.104","Sedang"
"Bole Chudiyan","96.915","Sedang"
"Kuch Kuch Hota Hai","91.386","Sedang"
"Love Like Crazy","78.489","Lambat"
"Ladki Badi Anjani Hai","121.108","Cepat"
"Hum Tum","164.01","Cepat"
"Koi Mil Gaya","136.028","Cepat"
"Mera Dil Bhi Kitna Pagal Hai (From ""Saajan"")","100.93","Sedang"
"Tip Tip (From ""Sooryavanshi"")","103.01","Sedang"
"Enkeyoo Partha","119.994","Sedang"
"Main Yahaan Hoon","171.973","Cepat"
"Falak Tak","143.907","Cepat"
"Ae Mere Humsafar","103.104","Sedang"
"Bole Chudiyan","96.915","Sedang"
"Kuch Kuch Hota Hai","91.386","Sedang"
"Pehla Nasha","151.979","Cepat"
"Aankhein Khuli","122.004","Cepat"
"Sona Kitna Sona Hai","98.993","Sedang"
"Besharam Rang (From ""Pathaan"")","115.997","Sedang"
"Jhoome Jo Pathaan","104.964","Sedang"
"TSLAMP","174.11","Cepat"
"Ishq Wala Love","135.041","Cepat"
"Khuda Jaane","78.936","Lambat"
"Ghungroo (From ""War"")","118.028","Sedang"
"Nashe Si Chadh Gayi","96.953","Sedang"
"Dil Diyan Gallan","105.012","Sedang"
"Falak Tak","143.907","Cepat"
"Firecracker","100.986","Sedang"
"O Saki Saki (From ""Batla House"")","108.014","Sedang"
"Mädchen auf dem Pferd (feat. Fabian Buch)","80.53","Lambat"
"Mädchen gegen Jungs (feat. Lina Larissa Strahl, Lisa-Marie Koroll, Phil Laude, Louis H.)","185.063","Cepat"
"Up, up, up (Nobody’s perfect) [feat. Lina Larissa Strahl]","125.953","Cepat"
"No Risk, no Fun (feat. Lina Larissa Strahl, Emilio Moutaoukkil)","110.004","Sedang"
"Happy End (feat. Lina Larissa Strahl)","101.524","Sedang"
"Mädchen aus Paris (feat. Tilman Pörzgen)","127.049","Cepat"
"Bester Sommer (feat. Lina Larissa Strahl)","114.978","Sedang"
"98 Prozent (feat. Mavie Hörbiger)","132.841","Cepat"
"Ich bleib hier (feat. Lina Larissa Strahl)","112.97","Sedang"
"Ich will mehr (Kakmann Song) [feat. Charly Hübner]","123.041","Cepat"
"Ennai Vittu (From ""Love Today"")","140.006","Cepat"
"Pacha Elai (From ""Love Today"")","139.632","Cepat"
"Kanja Poovu Kannala (From ""Viruman"")","110.011","Sedang"
"Enkeyoo Partha","119.994","Sedang"
"Kaadhal Endral","129.932","Cepat"
"Venmegam","114.945","Sedang"
"Saachitale (From ""Love Today"")","105.006","Sedang"
"Chiru Chiru","92.007","Sedang"
"High On Love","149.929","Cepat"
"Mamakutty","149.94","Cepat"
"Kapitel 13: Der Hexenbesenausflug (Folge 146)","117.24","Sedang"
"Kapitel 12: Der Hexenbesenausflug (Folge 146)","136.412","Cepat"
"Kapitel 10: Der Hexenbesenausflug (Folge 146)","121.666","Cepat"
"Kapitel 15: Der Hexenbesenausflug (Folge 146)","77.526","Lambat"
"Kapitel 17: Der Hexenbesenausflug (Folge 146)","85.7","Lambat"
"Kapitel 16: Der Hexenbesenausflug (Folge 146)","94.016","Sedang"
"Kapitel 11: Der Hexenbesenausflug (Folge 146)","139.38","Cepat"
"Kapitel 08: Der Hexenbesenausflug (Folge 146)","92.621","Sedang"
"Kapitel 09: Der Hexenbesenausflug (Folge 146)","90.661","Sedang"
"Kapitel 06: Der Hexenbesenausflug (Folge 146)","115.687","Sedang"
"Even Flow","105.338","Sedang"
"Alive","75.009","Lambat"
"Black","77.15","Lambat"
