"track","artist","instrumentalness","url_youtube"
"Carnival of the Animals, R. 125: The Swan","Camille Saint-Saëns","0.89","https://www.youtube.com/watch?v=JO5QYvxcvi4"
"Nuvole Bianche","Ludovico Einaudi","0.89","https://www.youtube.com/watch?v=O-HsW142T5g"
"Sodium","BONES","0.89","https://www.youtube.com/watch?v=OQTImQ0RQNg"
"Planet Caravan - 2012 - Remaster","Black Sabbath","0.889","https://www.youtube.com/watch?v=SvrOzYtnLMA"
"The Imitation Game","Alexandre Desplat","0.889","https://www.youtube.com/watch?v=9Tr9x_MJFrA"
"We Contain Multitudes — piano reworks","Yiruma","0.889","https://www.youtube.com/watch?v=mmVpvtzU2bI"
"Nuovo Cinema Paradiso","Ennio Morricone","0.889","https://www.youtube.com/watch?v=WSkyoyyvnAY"
"Freeway Jam","Jeff Beck","0.889","https://www.youtube.com/watch?v=u6jHlW414sQ"
"Around the World","Daft Punk","0.889","https://www.youtube.com/watch?v=K0HSD_i2DvA"
"The Streets of Whiterun","Jeremy Soule","0.889","https://www.youtube.com/watch?v=V6lWntKl588"
"Rue des trois frères","Fabrizio Paterlini","0.889","https://www.youtube.com/watch?v=fsDZqNLBfNo"
"The Imitation Game","London Symphony Orchestra","0.889","https://www.youtube.com/watch?v=0UbJdtdCe5E"
"Honor Him","The Lyndhurst Orchestra","0.888","https://www.youtube.com/watch?v=nH3ibTjuLYs"
"Honor Him","Gavin Greenaway","0.888","https://www.youtube.com/watch?v=Cq7vKWK3FIU"
"Pjanoo - Club Mix","Eric Prydz","0.888","https://www.youtube.com/watch?v=f-Nd5aWM2Ks"
"Ave Maria","Yo-Yo Ma","0.888","https://www.youtube.com/watch?v=hyUhEjtlDLA"
"PPP","Beach House","0.888","https://www.youtube.com/watch?v=vfnno2pfL4w"
"The Flower Garden","Joe Hisaishi","0.888","https://www.youtube.com/watch?v=XcoyRYIMfzw"
"Symphony No. 9 In D Minor, Op. 125 - ""Choral"": 1. Allegro ma non troppo, un poco maestoso","Herbert von Karajan","0.888","https://www.youtube.com/watch?v=1XT4T9b7Q4w"
"Tree of Life Suite: Oceano","Royal Philharmonic Orchestra","0.888","https://www.youtube.com/watch?v=r_WXFWAvgK0"
"Statues","Alexandre Desplat","0.888","https://www.youtube.com/watch?v=QjeE7ulENcc"
"La campanella in G-Sharp Minor (From ""Grandes études de Paganini"", S. 141 / 3)","Franz Liszt","0.888","https://www.youtube.com/watch?v=dBwEXRz3A40"
"Sonata No. 14 ""Moonlight"" in C-Sharp Minor"", Op. 27 No. 2: I. Adagio sostenuto","Ludwig van Beethoven","0.887","https://www.youtube.com/watch?v=2xSpGxAMGKs"
"Menuet in G Minor (trans. W. Kempff)","George Frideric Handel","0.887","https://www.youtube.com/watch?v=4wXS_7qUwTs"
"O Morro Não Tem Vez","Antônio Carlos Jobim","0.887","https://www.youtube.com/watch?v=wRY5xrl29HI"
"Piano Concerto in A Minor, Op. 16: I. Allegro molto moderato","Edvard Grieg","0.887","https://www.youtube.com/watch?v=I1Yoyz6_Los"
"528 Hz Emotional Healing","Solfeggio Healing Frequencies MT","0.887",NULL
"Liebesleid (Love's Sorrow)","Sergei Rachmaninoff","0.886","https://www.youtube.com/watch?v=ZFvx32SjAtE"
"Between the Bars","Elliott Smith","0.886","https://www.youtube.com/watch?v=p4cJv6s_Yjw"
"The Night King","Ramin Djawadi","0.886","https://www.youtube.com/watch?v=k1frgt0D_f4"
"Death By Glamour","Toby Fox","0.885","https://www.youtube.com/watch?v=2TgO-tN5wAM"
"Home","Toby Fox","0.885","https://www.youtube.com/watch?v=5_E_y1AWAfc"
"Anchor","Novo Amor","0.884","https://www.youtube.com/watch?v=OmKAn8rNbKg"
"BIG SHOT","Toby Fox","0.884","https://www.youtube.com/watch?v=uivFFnCI8tM"
"Fear of the Water","SYML","0.882","https://www.youtube.com/watch?v=-T4THwne8IE"
"Mozart: Concerto For Clarinet And Orchestra In A (K. 622)","Sir Neville Marriner","0.882","https://www.youtube.com/watch?v=wLcRecxb8Mo"
"Mozart: Concerto For Clarinet And Orchestra In A (K. 622)","Academy of St. Martin in the Fields","0.882","https://www.youtube.com/watch?v=YT_63UntRJE"
"Pokémon Theme Lofi","Kato","0.881","https://www.youtube.com/watch?v=GFj3jYhz3n4"
"Piano Sonata No. 14 in C-Sharp Minor, Op. 27 No. 2 - ""Moonlight"": I. Adagio sostenuto","Daniel Barenboim","0.881","https://www.youtube.com/watch?v=q5OaSju0qNc"
"Piano Sonata No. 14 in C-Sharp Minor, Op. 27 No. 2 - ""Moonlight"": I. Adagio sostenuto","Ludwig van Beethoven","0.881","https://www.youtube.com/watch?v=2xSpGxAMGKs"
"Chopin: Nocturne No. 20 in C-Sharp Minor, Op. Posth.","Frédéric Chopin","0.881","https://www.youtube.com/watch?v=_hyAOYMUVDs"
"May Be","Yiruma","0.879","https://www.youtube.com/watch?v=iMPHFWRrzv0"
"Breathe","The Prodigy","0.878","https://www.youtube.com/watch?v=rmHDhAohJlQ"
"Arrival","The Alchemist","0.878","https://www.youtube.com/watch?v=VOzGHqs9bRM"
"Una Mattina","Ludovico Einaudi","0.878","https://www.youtube.com/watch?v=j1Ck42-_btY"
"Beach Waves and Soothing Brown Noise","Ocean Sounds","0.877","https://www.youtube.com/watch?v=m5ZJAOaCQZ4"
"PDA","Interpol","0.877","https://www.youtube.com/watch?v=3oL5QQ-6sQ0"
"Für Elise, WoO 59","Ludwig van Beethoven","0.877","https://www.youtube.com/watch?v=noAU3qDS1dA"
"Beach Waves and Soothing Brown Noise","Ocean Waves For Sleep","0.877","https://www.youtube.com/watch?v=m5ZJAOaCQZ4"
"Greyhound","Swedish House Mafia","0.876","https://www.youtube.com/watch?v=PDboaDrHGbA"
"To You Alone","Tom Rosenthal","0.876","https://www.youtube.com/watch?v=E8REeOrmIMU"
"The Jester's Dance","In Flames","0.876","https://www.youtube.com/watch?v=I2gw5OfRgb8"
"I Need A Forest Fire","James Blake","0.875","https://www.youtube.com/watch?v=sAJgs1P-uUE"
"Adagio for Strings and Organ in G Minor","Herbert von Karajan","0.875","https://www.youtube.com/watch?v=4SRAlF_JYS4"
"Voodoo People - Pendulum Mix","The Prodigy","0.875","https://www.youtube.com/watch?v=XQEBzauVIlA"
"Lyric Pieces, Book 9, Op. 68: Badnlat (Cradle Song)","Edvard Grieg","0.874","https://www.youtube.com/watch?v=Y-nJzJqYe9g"
"snowfall (Slowed + Reverb)","Øneheart","0.874","https://www.youtube.com/watch?v=LlN8MPS7KQs"
"My Misty Mornings","Fabrizio Paterlini","0.874","https://www.youtube.com/watch?v=f2m8DcBvmkI"
"Habits (Stay High) - Hippie Sabotage Remix","Tove Lo","0.874","https://www.youtube.com/watch?v=SYM-RJwSGQ8"
"Gymnopédie No. 3","Erik Satie","0.873","https://www.youtube.com/watch?v=jVLsLT6cvJ4"
"Epilogue","Jóhann Jóhannsson","0.873","https://www.youtube.com/watch?v=prucgWmK6Dc"
"Kiss the Rain","Yiruma","0.872","https://www.youtube.com/watch?v=so6ExplQlaY"
"The Power of Prophecy","Ramin Djawadi","0.872","https://www.youtube.com/watch?v=Iz4pnCrxdRc"
"Coming Back Around","John Powell","0.872","https://www.youtube.com/watch?v=O5GE5UvF9ZI"
"Front Line","Steve Edwards","0.872","https://www.youtube.com/watch?v=_InnQ-ZpVVs"
"Sleepless","D.O.D","0.871","https://www.youtube.com/watch?v=t5Da9RjQDgM"
"Lateralus","TOOL","0.871","https://www.youtube.com/watch?v=Y7JG63IuaWs"
"Avril 14th","Aphex Twin","0.871","https://www.youtube.com/watch?v=MBFXJw7n-fU"
"Capriol Suite: 5. Pied-en- l'air","Sir Neville Marriner","0.871","https://www.youtube.com/watch?v=1yq90OILpIM"
"The Mission","Ennio Morricone","0.871","https://www.youtube.com/watch?v=s7w-IeNR9ko"
"Capriol Suite: 5. Pied-en- l'air","Academy of St. Martin in the Fields","0.871","https://www.youtube.com/watch?v=1yq90OILpIM"
"Losing Interest","Shiloh Dynasty","0.87","https://www.youtube.com/watch?v=HC6xx-GxlUY"
"Prélude in E minor, Op. 28, No. 4","Frédéric Chopin","0.869","https://www.youtube.com/watch?v=l1OWaAJdNt0"
"Requiem in D Minor, K. 626: 1. Introitus: Requiem - Live","Claudio Abbado","0.869","https://www.youtube.com/watch?v=KcnBPqOddSM"
"Opening Song - Merry-Go-Round of Life","Joe Hisaishi","0.869","https://www.youtube.com/watch?v=f7SS57LFPco"
"Forces of Attraction","Jóhann Jóhannsson","0.869","https://www.youtube.com/watch?v=l2NQSgZcEdY"
"Tchaikovsky: The Nutcracker, Op. 71, Act I, Scene 1: No. 2, March","Pyotr Ilyich Tchaikovsky","0.868","https://www.youtube.com/watch?v=U2Tjd3flBCc"
"Hypnocurrency","deadmau5","0.868","https://www.youtube.com/watch?v=RT2No1vusjg"
"Tchaikovsky: The Nutcracker, Op. 71, Act I, Scene 1: No. 2, March","Berliner Philharmoniker","0.868","https://www.youtube.com/watch?v=FG6G1VuTTzA"
"Consolations, S. 172: No. 3, Lento placido","Franz Liszt","0.868","https://www.youtube.com/watch?v=dURtnoBIVK4"
"Womb Sound - Loopable with no fade","White Noise for Babies","0.868","https://www.youtube.com/watch?v=RhiiykXv54k"
"Tchaikovsky: The Nutcracker, Op. 71, Act I, Scene 1: No. 2, March","Sir Simon Rattle","0.868","https://www.youtube.com/watch?v=FG6G1VuTTzA"
"Messiah, HWV 56, Part I: Pastoral Symphony, ""Pifa"" (arr. L. Stokowski)","George Frideric Handel","0.868","https://www.youtube.com/watch?v=A5vrNc7Xyt0"
"I'm Waiting For The Man","The Velvet Underground","0.868","https://www.youtube.com/watch?v=99og_g7rXnA"
"Lyric Pieces, Book 1, Op. 12: I. Arietta","Edvard Grieg","0.868","https://www.youtube.com/watch?v=5TbQftYOKms"
"Digital Love","Daft Punk","0.867","https://www.youtube.com/watch?v=FxzBvqY5PP0"
"Periódico De Ayer","Héctor Lavoe","0.867","https://www.youtube.com/watch?v=qYkpURie5cU"
"Angel Falls","I Virtuosi Italiani","0.867","https://www.youtube.com/watch?v=Bp5BV4Y2mxY"
"Making Mirrors","Gotye","0.867","https://www.youtube.com/watch?v=0FlSdHyXYO8"
"goverment hooker (sped up) - tiktok version","11:11 Music Group","0.867","https://www.youtube.com/watch?v=h0f5Zxio5j0"
"goverment hooker (sped up) - tiktok version","creamy","0.867","https://www.youtube.com/watch?v=h0f5Zxio5j0"
"Cello Suite No. 1 in G Major, BWV 1007: I. Prélude","Johann Sebastian Bach","0.867","https://www.youtube.com/watch?v=1prweT95Mo0"
"Advice","Alex G","0.867","https://www.youtube.com/watch?v=VQMLe5XobBg"
"Cello Suite No. 1 in G Major, BWV 1007: I. Prélude","Yo-Yo Ma","0.867","https://www.youtube.com/watch?v=1prweT95Mo0"
"The Four Seasons, Violin Concerto No. 2 in G Minor, RV 315 ""L'estate"": III. Tempo impetuoso d'estate","Antonio Vivaldi","0.867","https://www.youtube.com/watch?v=jAnzlpPuIDU"
"A Sparrow Alighted upon our Shoulder","Jóhann Jóhannsson","0.867","https://www.youtube.com/watch?v=TYjME2xuMck"
"goverment hooker (sped up) - tiktok version","accelerate","0.867","https://www.youtube.com/watch?v=h0f5Zxio5j0"
"La Valse d'Amélie - Version piano","Yann Tiersen","0.866","https://www.youtube.com/watch?v=uj9BihmugmI"
"Soothing Baby White Nosie","Sleepy Penguin","0.866","https://www.youtube.com/watch?v=YU0H88DRnMg"
"Preludes, Op. 28: No. 4, Largo","Frédéric Chopin","0.866","https://www.youtube.com/watch?v=qNDHb4fbOuE"
"Snow","Fabrizio Paterlini","0.866","https://www.youtube.com/watch?v=UBiQzhV7IAY"
"The Bannered Mare","Jeremy Soule","0.865","https://www.youtube.com/watch?v=WgdMNpyi5XY"
"Romantic Flight - From How To Train Your Dragon Music From The Motion Picture","John Powell","0.864","https://www.youtube.com/watch?v=ZJR8tuO-mIU"
"Abdelazer: Rondeau","Academy of St. Martin in the Fields","0.863","https://www.youtube.com/watch?v=EcKPw1vTUMk"
"Breezin'","George Benson","0.863","https://www.youtube.com/watch?v=Je3Pe3gWU0U"
"Once Twice Melody","Beach House","0.863","https://www.youtube.com/watch?v=FCNSCrF5miw"
"Good Luck - D.O.D Remix","D.O.D","0.863","https://www.youtube.com/watch?v=XexFdaap5HI"
"Abdelazer: Rondeau","Sir Neville Marriner","0.863",NULL
"Brothers in Arms","Dire Straits","0.862","https://www.youtube.com/watch?v=jhdFe3evXpk"
"Cricket Sound 4 - Loopable With No Fade","White Noise for Babies","0.862","https://www.youtube.com/watch?v=AAwcxVzcXAk"
"Sadness and Sorrow (Naruto)","Kato","0.862","https://www.youtube.com/watch?v=vHriVQzUnSE"
"Barber: Adagio for Strings","Sir Simon Rattle","0.861","https://www.youtube.com/watch?v=F1kmvF1w7yk"
"Mother's Journey","Yann Tiersen","0.861","https://www.youtube.com/watch?v=picfzpEC4KU"
"The Carnival of the Animals, R. 125: XIII. The Swan (Arr. for Cello and Piano)","Camille Saint-Saëns","0.86","https://www.youtube.com/watch?v=3qrKjywjo7Q"
"Bach, JS : Well-Tempered Clavier Book 1 : Prelude No.2 in C minor BWV847","Daniel Barenboim","0.86","https://www.youtube.com/watch?v=cjF0z6ef1sQ"
"The Carnival of the Animals, R. 125: XIII. The Swan (Arr. for Cello and Piano)","Yo-Yo Ma","0.86","https://www.youtube.com/watch?v=3qrKjywjo7Q"
"Summer Madness","Kool & The Gang","0.86","https://www.youtube.com/watch?v=s09LuDYX12g"
"Feel My Needs - Purple Disco Machine Remix","Purple Disco Machine","0.859","https://www.youtube.com/watch?v=U1i6t4d90WM"
"Kiss Me Like It's the First Time","Eyedress","0.859","https://www.youtube.com/watch?v=m7kR8wwubyA"
"Howl's Moving Castle Lofi (Merry Go Round)","Kato","0.857","https://www.youtube.com/watch?v=_q8UCG8zBqc"
"Lyric Pieces, Book 5, Op. 54: Nocturne","Edvard Grieg","0.857","https://www.youtube.com/watch?v=mkoyF21A9YE"
"Requiem in D Minor, K. 626: 2. Kyrie - Live","Claudio Abbado","0.857","https://www.youtube.com/watch?v=WSek64CrkpI"
"Strauss, R: Also sprach Zarathustra, Op. 30: I. Introduction","London Philharmonic Orchestra","0.856","https://www.youtube.com/watch?v=IFPwm0e_K98"
"Primavera","Ludovico Einaudi","0.856","https://www.youtube.com/watch?v=qYEooPeyz5M"
"Blue Monday","New Order","0.856","https://www.youtube.com/watch?v=9GMjH1nR0ds"
"Cloud Connected","In Flames","0.856","https://www.youtube.com/watch?v=B7iIS91fMAc"
"Shook Ones, Pt. II - Instrumental","Mobb Deep","0.855","https://www.youtube.com/watch?v=_0d_FF2009k"
"Saiyyan - Lofi Flip","Kailash Kher","0.855",NULL
"En La Ciudad De La Furia - Remasterizado 2007","Soda Stereo","0.855","https://www.youtube.com/watch?v=AVEDgT_lG60"
"Harvest Dawn","Jeremy Soule","0.855","https://www.youtube.com/watch?v=s9L9sNtv1-g"
"#3","Aphex Twin","0.855","https://www.youtube.com/watch?v=Xw5AiRVqfqk"
"MEGALOVANIA","Toby Fox","0.855","https://www.youtube.com/watch?v=wDgQdr8ZkTw"
"Another Love - Slowed and Muffled","Dybbukk","0.855","https://www.youtube.com/watch?v=Cd2AR5Od1V4"
"Petricor","Daniel Hope","0.854","https://www.youtube.com/watch?v=tBf_AQ29Kzk"
"Oceans Niagara","M83","0.854","https://www.youtube.com/watch?v=ryFV9dORPPw"
"On the Nature of Daylight","Max Richter","0.854","https://www.youtube.com/watch?v=InyT9Gyoz_o"
"Jambi","TOOL","0.854","https://www.youtube.com/watch?v=ed_UWFr13pU"
"Constellations","Duster","0.854","https://www.youtube.com/watch?v=Tw8x9DJ08JM"
"Path of the Wind (My Neighbor Totoro)","Kato","0.854","https://www.youtube.com/watch?v=PwAcxGeGR4M"
"Find Me","Kings of Leon","0.853","https://www.youtube.com/watch?v=xOQ7rolBbq8"
"Duel of the Fates","London Symphony Orchestra","0.853","https://www.youtube.com/watch?v=nIgZS5tieeE"
"Duel of the Fates","John Williams","0.853","https://www.youtube.com/watch?v=nIgZS5tieeE"
"White Noise Gentle Piano","Sleepy Penguin","0.853","https://www.youtube.com/watch?v=grVhCnWuHug"
"Road To Perdition","Thomas Newman","0.852","https://www.youtube.com/watch?v=bL_Zea-q23Y"
"Oogway Ascends","John Powell","0.852","https://www.youtube.com/watch?v=9lQydywPx0E"
"Up & Down","Vengaboys","0.851","https://www.youtube.com/watch?v=hlv672jqbtE"
"Temptation","New Order","0.851","https://www.youtube.com/watch?v=xxDv_RTdLQo"
"528 Hz Manifest Love","Solfeggio Healing Frequencies MT","0.851","https://www.youtube.com/watch?v=7bwl3ksAKAs"
"528 Hz Manifest Love","Miracle Tones","0.851","https://www.youtube.com/watch?v=7bwl3ksAKAs"
"Mercury","Oliver Heldens","0.851","https://www.youtube.com/watch?v=Ye8iOap_33U"
"watching the stars (Sped Up)","Øneheart","0.851","https://www.youtube.com/watch?v=pZQ1YU5XOgo"
"Chateau","Angus & Julia Stone","0.851",NULL
"Cello Sonata in G Minor, Op. 65: III. Largo","Frédéric Chopin","0.85","https://www.youtube.com/watch?v=-MbEkNFYS_A"
"Becoming one of ""The People"" Becoming one with Neytiri","James Horner","0.85","https://www.youtube.com/watch?v=5yR3jP_OxUU"
"Nothing Else Matters vs F*CKING SOCIETY - Hardwell Mashup","Hardwell","0.85","https://www.youtube.com/watch?v=xwZWPZo1j1Y"
"Jealous","Eyedress","0.85","https://www.youtube.com/watch?v=d0Jyvteqzrw"
"A Catalogue of Afternoons","Max Richter","0.848","https://www.youtube.com/watch?v=Ubjylmxrj9o"
"END OF LIFE","Kingpin Skinny Pimp","0.848","https://www.youtube.com/watch?v=Ne7pIiTFR4Y"
"The Ludlows","James Horner","0.848","https://www.youtube.com/watch?v=2Iio8QmZY8A"
"From Past to Present","Jeremy Soule","0.847","https://www.youtube.com/watch?v=thCxUo37PXw"
"Polyghost","Bonobo","0.847","https://www.youtube.com/watch?v=Zo3bIVsRC9s"
"Transgender","Crystal Castles","0.847","https://www.youtube.com/watch?v=EgKdyHcZJcs"
"Futile Devices (Doveman Remix)","Sufjan Stevens","0.847","https://www.youtube.com/watch?v=UEBPTUbpLoY"
"Evenstar","Howard Shore","0.847","https://www.youtube.com/watch?v=2mu6faleFUg"
"Define Dancing","Thomas Newman","0.847","https://www.youtube.com/watch?v=aqiqXTA7hX4"
"RAPTURE","INTERWORLD","0.846","https://www.youtube.com/watch?v=DeLLmFuMIGc"
"Show Me How (Album V)","Men I Trust","0.846","https://www.youtube.com/watch?v=cJRFMfztgBg"
"Herz und Mund und Tat und Leben, Cantata BWV 147: Jesu, Joy Of Man's Desiring, BWV 147","Stephen Cleobury","0.845","https://www.youtube.com/watch?v=h97JE4--p84"
"So We Won't Forget","Khruangbin","0.844","https://www.youtube.com/watch?v=lo4KMGiy--Y"
"Préludes / Book 1, L. 117: 8. La fille aux cheveux de lin","Claude Debussy","0.844","https://www.youtube.com/watch?v=q15oF3q25Mw"
"The Good, The Bad and The Ugly - Il Buono, Il Brutto, Il Cattivo (Titles)","Ennio Morricone","0.843","https://www.youtube.com/watch?v=ZylbA374VRw"
"aisatsana [102]","Aphex Twin","0.843","https://www.youtube.com/watch?v=3_MRe3JwFc8"
"A Drug From God","Chris Lake","0.843","https://www.youtube.com/watch?v=nsmvBR37xps"
"What You Need","KAYTRANADA","0.843","https://www.youtube.com/watch?v=ajOCGskHs2A"
"Close Eyes","DVRST","0.843","https://www.youtube.com/watch?v=ao4RCon11eY"
"A Walk in the Skies","Joe Hisaishi","0.842","https://www.youtube.com/watch?v=t6d-CzCf5ks"
"The Beach - Instrumental Slow","Dybbukk","0.842","https://www.youtube.com/watch?v=xx_0kRmGnvU"
"Symphony No. 3 in F Major, Op. 90: III. Poco allegretto","Johannes Brahms","0.841","https://www.youtube.com/watch?v=UH324lgbxaI"
"Hangar 18 - Remastered","Megadeth","0.84","https://www.youtube.com/watch?v=rUGIocJK9Tc"
"Tchaikovsky: The Nutcracker, Op. 71: Miniature Overture","Berliner Philharmoniker","0.839","https://www.youtube.com/watch?v=i4U836LfaTs"
"Symphony No. 5 in C Minor, Op.67 - I. Allegro con brio","Philharmonia Orchestra","0.839","https://www.youtube.com/watch?v=-VVXqNt4qU0"
"Summer 3 - 2012","Daniel Hope","0.839",NULL
"Tchaikovsky: The Nutcracker, Op. 71: Miniature Overture","Sir Simon Rattle","0.839","https://www.youtube.com/watch?v=2m7_OyrG08c"
"Yours - Instrumental","JIN","0.839","https://www.youtube.com/watch?v=zPXNy4voN5A"
"Tchaikovsky: The Nutcracker, Op. 71: Miniature Overture","Pyotr Ilyich Tchaikovsky","0.839","https://www.youtube.com/watch?v=Mjbrf141mV8"
"Theme From Schindler's List","John Williams","0.838","https://www.youtube.com/watch?v=YqVRcFQagtI"
"Fold","Bonobo","0.838","https://www.youtube.com/watch?v=hI7gk8soh7Y"
"Close Eyes - Slowed + Reverb","DVRST","0.838","https://www.youtube.com/watch?v=S8-z26rBPLw"
"Top Gun Anthem","Hans Zimmer","0.838","https://www.youtube.com/watch?v=5zq7ujKwuRY"
"Gurenge Lofi (Demon Slayer)","Kato","0.838","https://www.youtube.com/watch?v=ORy_H_TNkWs"
"I FEEL LIKE DANCING","Hardwell","0.838","https://www.youtube.com/watch?v=AczHFuSDZ0o"
"16 Waltzes, Op. 39 (Version for Piano Duet): No. 15 in A-Flat Major","Johannes Brahms","0.836","https://www.youtube.com/watch?v=QSWDUcuiihQ"
"Machine Gun","Commodores","0.836","https://www.youtube.com/watch?v=vVoMJSMgsUM"
"Stinkfist","TOOL","0.836","https://www.youtube.com/watch?v=6zpvlMp04D0"
"Flim","Aphex Twin","0.836","https://www.youtube.com/watch?v=qtGeeLhF_cI"
"Garota De Ipanema","Antônio Carlos Jobim","0.836","https://www.youtube.com/watch?v=AWxyzVbiT98"
"Bullet With Butterfly Wings - Remastered 2012","The Smashing Pumpkins","0.836","https://www.youtube.com/watch?v=8-r-V0uK4u0"
"Trunk","Kingpin Skinny Pimp","0.835","https://www.youtube.com/watch?v=5R9K2KXHaGc"
"Main Titles (You’ve Been Called Back to Top Gun)","Hans Zimmer","0.834","https://www.youtube.com/watch?v=NI8U9Bc4XOE"
"Piano Concerto in C-Sharp Minor, FP 146: I. Allegretto commodo - Live","London Philharmonic Orchestra","0.834","https://www.youtube.com/watch?v=bW0_7aBNxzE"
"Endless Love","DVRST","0.834","https://www.youtube.com/watch?v=fC1HF29n9UA"
"Orchid - 2014 Remaster","Black Sabbath","0.834","https://www.youtube.com/watch?v=9eHNPWyF_uk"
"For Lovers","Lamp","0.833","https://www.youtube.com/watch?v=daWgSX6X-kY"
"Moonlight on the River","Mac DeMarco","0.833","https://www.youtube.com/watch?v=idtNRsk6D0o"
".","girl in red","0.832","https://www.youtube.com/watch?v=iggmiF7DNoM"
"It's Definitely You - Instrumental","JIN","0.832","https://www.youtube.com/watch?v=DzN77qux2Ic"
"The Wheat - From ""Gladiator"" Soundtrack","Gavin Greenaway","0.831","https://www.youtube.com/watch?v=iH6ofoAJmcY"
"The Wheat - From ""Gladiator"" Soundtrack","Lisa Gerrard","0.831","https://www.youtube.com/watch?v=iH6ofoAJmcY"
"The Wheat - From ""Gladiator"" Soundtrack","The Lyndhurst Orchestra","0.831","https://www.youtube.com/watch?v=iH6ofoAJmcY"
"Wave","Antônio Carlos Jobim","0.831","https://www.youtube.com/watch?v=a6KDpB6skA4"
"Handel / Orch. Hale: Keyboard Suite No. 4 in D Minor, HWV 437: III. Sarabande","George Frideric Handel","0.83","https://www.youtube.com/watch?v=bWzUdGNa46I"
"White Gloves","Khruangbin","0.829","https://www.youtube.com/watch?v=wJzoos4rE_o"
"TheBestVersionOfMyself","surrenderdorothy","0.828","https://www.youtube.com/watch?v=DA54CWr8fZk"
"Levels - Radio Edit","Avicii","0.828","https://www.youtube.com/watch?v=_ovdm2yX4MA"
"Here to Stay","Korn","0.828","https://www.youtube.com/watch?v=pr3x7tS__dE"
"Viol","Gesaffelstein","0.828","https://www.youtube.com/watch?v=cF4idCtdNVM"
"Lex","Ratatat","0.828","https://www.youtube.com/watch?v=48yR03AX75o"
"Aníron","Enya","0.827","https://www.youtube.com/watch?v=iMyo8I8AKmY"
"Do It To It - Sub Focus Remix","Sub Focus","0.827","https://www.youtube.com/watch?v=uba55vsxTGQ"
"Superbeast","Rob Zombie","0.827","https://www.youtube.com/watch?v=uHBtpqbOKXk"
"Be Quiet and Drive (Far Away)","Deftones","0.827","https://www.youtube.com/watch?v=KvknOXGPzCQ"
"Poland","Lil Yachty","0.826","https://www.youtube.com/watch?v=s9PzYuVwCSE"
"One - Radio Edit","Swedish House Mafia","0.825","https://www.youtube.com/watch?v=PkQ5rEJaTmk"
"All Night Alone - Chris Lake Edit","Chris Lake","0.824","https://www.youtube.com/watch?v=hhGw_aTXODs"
"Up Around The Bend","Creedence Clearwater Revival","0.823","https://www.youtube.com/watch?v=DX3o1O8ZsTw"
"Sweet","Cigarettes After Sex","0.823","https://www.youtube.com/watch?v=oUymv7wyjCo"
"Out Of Time","Bradley Cooper","0.822","https://www.youtube.com/watch?v=X-P_8rtRXhs"
"Songbird","Kenny G","0.822","https://www.youtube.com/watch?v=QN2RnjFHmNY"
"Winterreise, Op. 89, D. 911 (arr. T. Zimmermann and H. Holl): No. 21. Tauschung","Franz Schubert","0.821","https://www.youtube.com/watch?v=7eeGdYWPuCM"
"You're All I Want","Cigarettes After Sex","0.821","https://www.youtube.com/watch?v=THJRCYU3gs0"
"Opus","Eric Prydz","0.821","https://www.youtube.com/watch?v=iRA82xLsb_w"
"Cocaine Sunday","Eyedress","0.821","https://www.youtube.com/watch?v=M9XSeTR9c8c"
"Gaja!!!","Youjeen","0.819","https://www.youtube.com/watch?v=0_eyKw1Q-9U"
"One Chance","INTERWORLD","0.819","https://www.youtube.com/watch?v=wBbwqHV2DOk"
"I'll Keep You Safe","Shiloh Dynasty","0.819","https://www.youtube.com/watch?v=KCZqguEKdBc"
"528 Hz Love Frequency","Miracle Tones","0.819","https://www.youtube.com/watch?v=PNb-aeBrN7U"
"Dissolved Girl","Massive Attack","0.819","https://www.youtube.com/watch?v=GAiceRuLX1I"
"528 Hz Love Frequency","Solfeggio Healing Frequencies MT","0.819","https://www.youtube.com/watch?v=9nfAWPH2Asw"
"Captain Jefferson","James Newton Howard","0.819","https://www.youtube.com/watch?v=2G8w1ExPsWU"
"Guddi Riddim","DJ Snake","0.819","https://www.youtube.com/watch?v=p0x23GG-FeY"
"K.","Cigarettes After Sex","0.819","https://www.youtube.com/watch?v=WbpZUIrve7Q"
"Symphony No. 9 In D Minor, Op. 125 - ""Choral"": 2. Molto vivace","Herbert von Karajan","0.818","https://www.youtube.com/watch?v=J3yzhkw_XJQ"
"Loud Pipes","Ratatat","0.817","https://www.youtube.com/watch?v=BcoPKWzLjrE"
"Billie Toppy","Men I Trust","0.817","https://www.youtube.com/watch?v=HAK5D3drObI"
"One Summer Day (Spirited Away)","Kato","0.817","https://www.youtube.com/watch?v=TK1Ij_-mank"
"Peace Sells - Remastered","Megadeth","0.817","https://www.youtube.com/watch?v=rdEupVsL07E"
"Oncle Jazz","Men I Trust","0.816","https://www.youtube.com/watch?v=TQnHlYNU__I"
"She's Back","Arcane","0.816","https://www.youtube.com/watch?v=NZ-2bZZVC2k"
"Symphony No. 5 In C Sharp Minor: IV. Adagietto. Sehr langsam","Wiener Philharmoniker","0.815","https://www.youtube.com/watch?v=TlbdAXZMlRE"
"Passionfruit","Benny Sings","0.815","https://www.youtube.com/watch?v=fp-jwwlhSug"
"The Nutcracker: Waltz Of The Flowers","Royal Philharmonic Orchestra","0.815","https://www.youtube.com/watch?v=VUF9g9V-Ang"
